UPC,System ID,Category Name,Price,QOH,Product ID,URL,Category,Photo,Brand Name,Name,Brand,Short Name,Pets,Size,buy_12_get_1_free
632634490003,410000020004,,24.49,3,,,,,Ark Naturals,Brushless Fortify S Dogs,Ark Naturals,Brushless Fortify,Dogs,Small,No
632634490034,410000020005,,33.99,3,,,,,Ark Naturals,Brushless Fortify L Dogs,Ark Naturals,Brushless Fortify,Dogs,Large,No
021653354128,410000020008,,19.69,2,,,,,Bio-Groom,Bio-Groom Indulge with Argan Oil Creme Rinse 12oz,Bio-Groom,Indulge with Argan Oil Creme Rinse,Dogs,12oz,No
,410000020012,,44.99,0,,,,,Chilly Dog,ChillyDog Blanket Coat Lined with Cozy Fleece Pink Plaid M,Chilly Dog,ChillyDog Blanket Coat Lined with Cozy Fleece Pink Plaid,Dogs,Medium,No
,410000020019,,44.99,2,,,,,Chilly Dog,ChillyDog Blanket Coat Lined with Cozy Fleece Pink Plaid XS,Chilly Dog,ChillyDog Blanket Coat Lined with Cozy Fleece Pink Plaid,Dogs,X-Small,No
785571071870,410000020023,,21.99,2,,,,,Curli,Curli Multifunctional Safety Lights Blue,Curli,Multifunctional Safety Lights Blue,Dogs,,No
785571071856,410000020024,,21.99,1,,,,,Curli,Curli Multifunctional Safety Lights Black,Curli,Multifunctional Safety Lights Black,Dogs,,No
076484616518,410000020031,,8.99,3,,,,,Evolution,Evolution Shedding Comb,Evolution,Shedding Comb,Dogs,,No
841186116501,410000020044,,59.99,3,,,,,Gooby,Gooby Raincoat V2 Yellow XS,Gooby,Raincoat V2 Yellow,Dogs,X-Small,No
841186116532,410000020048,,59.99,2,,,,,Gooby,Gooby Raincoat V2 Yellow L,Gooby,Raincoat V2 Yellow,Dogs,Large,No
841186116525,410000020049,,59.99,2,,,,,Gooby,Gooby Raincoat V2 Yellow M,Gooby,Raincoat V2 Yellow,Dogs,Medium,No
841186107387,410000020052,,38.99,1,,,,,Gooby,Gooby Lite Gear Z Harness Turquoise L,Gooby,Lite Gear Z Harness Turquoise,Dogs,Large,No
841186107202,410000020054,,36.99,0,,,,,Gooby,Gooby Lite Gear Z Harness Purple S,Gooby,Lite Gear Z Harness Purple,Dogs,Small,No
841186107257,410000020056,,36.99,1,,,,,Gooby,Gooby Lite Gear Z Harness Green M,Gooby,Lite Gear Z Harness Green,Dogs,Medium,No
841186116105,410000020062,,32.99,1,,,,,Gooby,Gooby Padded Vest Turquoise XSmall,Gooby,Padded Vest Turquoise,Dogs,X-Small,No
841186111599,410000020066,,32.99,0,,,,,Gooby,Gooby Padded Vest Black-Red Large,Gooby,Padded Vest Black-Red,Dogs,Large,No
10856088008530,410000020070,,91.59,1,,,,,Identity,Identity Dog Frozen Gently Cooked Believe Chicken Rice Case,Identity,Frozen Gently Cooked Believe Chicken Rice Case,Dogs,,No
711085200086,410000020073,,14.19,0,,,,,Nala,Nala Cat Toy Agility Wand,Nala,Agility Wand,Cats,,No
073893940012,410000020078,,2.89,12,,,,,NutriSource,Puppy Chicken Rice Can 13oz,NutriSource,Puppy Chicken Rice,Dogs,13oz,Yes
,410000020080,,21.99,2,,,,,PlayTug,PlayTug Dog Toy Pink,PlayTug,Toy,Dogs,,No
724049645311,410000020085,,19.99,6,,,,,Sadie’s Pet Products,Sadie's 8-in-1 Adjustable Leash Classic Small,Sadie’s Pet Products,Sadie's 8-in-1 Adjustable Leash Classic,Dogs,Small,No
724049645229,410000020092,,21.99,3,,,,,Sadie’s Pet Products,Sadie's 8-in-1 Adjustable Leash Classic Large,Sadie’s Pet Products,Sadie's 8-in-1 Adjustable Leash Classic,Dogs,Large,No
724049645205,410000020094,,16.99,1,,,,,Sadie’s Pet Products,Annie's Adjustables Dog Leash Classic Large,Sadie’s Pet Products,Annie's Adjustables Dog Leash Classic,Dogs,Large,No
,410000020112,,9.99,5,,,,,Sadie’s Pet Products,Sadie's Adjustable Collar Small,Sadie’s Pet Products,Sadie's Adjustable Collar,Dogs,Small,No
,410000020113,,11.99,5,,,,,Sadie’s Pet Products,Sadie's Adjustable Collar XLarge,Sadie’s Pet Products,Sadie's Adjustable Collar,Dogs,X-Large,No
752830494848,410000020121,,33.5,9,,,,,Slik Hound,"Slik Hound 1.5""W x 13-23""L",Slik Hound,Collar,Dogs,"1.5""W x 13-23""L",No
752830204249,410000020122,,29.5,5,,,,,Slik Hound,"Slik Hound SF 0.75"" W x 10-16"" L",Slik Hound,SF Collar,Dogs,"0.75"" W x 10-16"" L",No
,410000020127,,11.99,11,,,,,Sunny Days Bandanas,Sunny Day Bandanas XS,Sunny Days Bandanas,Bandana,Dogs,X-Small,No
,410000020128,,12.99,10,,,,,Sunny Days Bandanas,Sunny Day Bandanas S,Sunny Days Bandanas,Bandana,Dogs,Small,No
180181020827,410000020133,,22.99,0,,,,,Tuffy,Tuffy Barnyard Series - Junior Pony,Tuffy,Barnyard Series,Dogs,Junior,No
019962684630,410000020136,,20.99,0,,,,,Wigzi,Wigzi Gel Leash Black,Wigzi,Gel Leash Black,Dogs,,No
,410000020147,Dog > Dental Care > Dental Chews ,4.99,0,,,,,LifeVio,LifeVio Yak Chew - Small,LifeVio,Yak Chew,Dogs,Small,No
632634450090,410000020150,Dog > Dental Care > Dental Chews ,3.89,30,,,,,Ark Naturals,"Ark Naturals Protection+ Brushless Toothpaste, Large",Ark Naturals,Protection+ Brushless Toothpaste,Dogs,Large,No
796432899595,410000020156,Cat > Beds & Mats > Covered Beds ,84.99,0,,,,,The Little Pet Shoppe,Big Ol' Fish Cat Cave,The Little Pet Shoppe,Big Ol' Fish Cat Cave,Cats,,No
810053870709,410000020161,Dog > Grooming > Waterless Grooming > Deodorizing Sprays & Colognes ,14.19,3,,,,,Skout's Honor,"Skout's Honor Dog & Cat Probiotic Daily Use Deodorizer Sunkissed Coconut, 8oz",Skout's Honor,Probiotic Daily Use Deodorizer Sunkissed Coconut,Dogs & Cats,8-oz,No
087316386387,210000114820,Dog > Treats > Freeze-Dried Treats,10.97,0,10100595_1,https://www.littlepetexpress.com/products/Northwest-Naturals-Raw-Rewards-Whitefish-Freeze-Dried-Dog-Cat-Treats/?case_option=False,Freeze-Dried Treats,['downloaded_images/10100595/10100595_1/image_109085.jpg'],Northwest Naturals,"Northwest Naturals Raw Rewards Whitefish Freeze Dried Dog & Cat Treats, 2.5-oz",Northwest Naturals,Raw Rewards Whitefish,Dogs & Cats,2.5-oz,No
073893173007,210000047127,Cat > Food > Dry Food,56.49,0,10100703_1,https://www.littlepetexpress.com/products/purevita-grain-free-chicken-peas-entree-dry-cat-food-2/?case_option=False,Dry Food,['downloaded_images/10100703/10100703_1/_g6aHSnw.jpeg'],PureVita,"PureVita Grain-Free Chicken & Peas Entree Dry Cat Food, 15-lb",PureVita,Grain-Free Chicken & Peas Entree,Cats,15-lb,No
813778015752,210000070588,Cat > Food > Wet Food,1.49,2,10100060_1,https://www.littlepetexpress.com/products/bff-play-pate-chill-out-tuna-chicken-dinner-in-puree-grain-free-wet-cat-food-2/?case_option=False,Wet Food,"['downloaded_images/10100060/10100060_1/image_61464_Fi21feE.jpg', 'downloaded_images/10100060/10100060_1/image_61464.jpg', 'downloaded_images/10100060/10100060_1/image_61464_3opnsk8.jpg']",Weruva,"BFF PLAY PATE Tuna & Chicken Chill Out Dinner in a Hydrating Puree Wet Cat Food Pouch, 3-oz",Weruva,BFF PLAY PATE Tuna & Chicken Chill Out Dinner in a Hydrating Puree,Cats,3-oz,Yes
813778017268,210000070606,Cat > Food > Wet Food,1.79,2,10100108_1,https://www.littlepetexpress.com/products/weruva-cats-in-the-kitchen-pate-cat-times-at-fridgemont-duck-tuna-dinner-in-puree-grain-free-wet-cat-food-2/?case_option=False,Wet Food,"['downloaded_images/10100108/10100108_1/image_61482.jpg', 'downloaded_images/10100108/10100108_1/image_61482_yrmzBgR.jpg', 'downloaded_images/10100108/10100108_1/image_61482_2zjnKgI.jpg']",Weruva,"Cats in the Kitchen Pate Cat Times at Fridgemont Duck & Tuna Dinner in a Hydrating Puree Wet Cat Food Pouch, 3-oz",Weruva,Cats in the Kitchen Pate Times at Fridgemont Duck & Tuna Dinner in a Hydrating Puree,Cats,3-oz,Yes
073893175018,210000047158,Dog > Food > Dry Food,54.99,1,10100708_1,https://www.littlepetexpress.com/products/purevita-grain-free-turkey-sweet-potato-dry-dog-food-3/?case_option=False,Dry Food,['downloaded_images/10100708/10100708_1/gEwYrPOQ.jpeg'],PureVita,"PureVita Limited Ingredient Turkey & Sweet Potato Entree Grain-Free Dry Dog Food, 15-lb",PureVita,Limited Ingredient Turkey & Sweet Potato Entree Grain-Free,Dogs,15-lb,No
812402004292,210000053338,Cat > Toys > Catnip & Pet Grass Toys,9.99,2,10101014,https://www.littlepetexpress.com/products/the-little-pet-shoppe/yeowww-catnip-rainbow-cat-toy/,Catnip & Pet Grass Toys,['downloaded_images/10101014/image_53338.png'],Yeowww!,Yeowww! Rainbow Catnip Cat Toy,Yeowww!,Rainbow Catnip,Cats,,No
812402000027,210000053340,Cat > Treats > Catnip & Pet Grass Treats,10.59,3,10101012,https://www.littlepetexpress.com/products/the-little-pet-shoppe/yeowww-orcanic-catnip-tub-cat-treat-2z/,Catnip & Pet Grass Treats,['downloaded_images/10101012/image_53340.jpg'],Yeowww!,"Yeowww! Organic Catnip Tub Cat Treat, 2-oz",Yeowww!,Organic Catnip Tub,Cats,2-oz,No
856713005586,210000069261,Dog > Grooming > Waterless Grooming > Grooming Sprays & Detanglers,16.39,2,10100762,https://www.littlepetexpress.com/products/the-little-pet-shoppe/skouts-honor-pet-detangler-spray-lavender/,Grooming Sprays & Detanglers,['downloaded_images/10100762/image_59527_HFexkyM.jpg'],Skout's Honor,"Skout's Honor Probiotic Lavender Pet Detangler, 8-oz",Skout's Honor,Probiotic Lavender,Dogs,8-oz,No
796289000120,210000000157,Dog > Vitamins & Supplements > Heart & Liver Care,29.99,2,10100012_1,https://www.littlepetexpress.com/products/animal-essentials-detox-blend-liver-support-dog-cat-supplement-2/?case_option=False,Heart & Liver Care,['downloaded_images/10100012/10100012_1/image_157_793ozww.jpg'],Animal Essentials,"Animal Essentials Detox Blend Liver Support Dog & Cat Supplement, 2-oz bottle",Animal Essentials,Detox Blend Liver Support,Dogs & Cats,2-oz bottle,No
073893268024,210000047264,Dog > Food > Dry Food,21.99,1,10100605_1,https://www.littlepetexpress.com/products/nutrisource-beef-brown-rice-recipe-dry-dog-food-3/?case_option=False,Dry Food,['downloaded_images/10100605/10100605_1/NutriSource_Beef__Brown_Rice_Recipe_Dry_Dog_Food.jpeg'],NutriSource,"NutriSource Beef & Brown Rice Recipe with Wholesome Grains Dry Dog Food, 5-lb",NutriSource,Beef & Brown Rice Recipe with Wholesome Grains,Dogs,5-lb,No
073893299868,210000047280,Dog > Food > Dry Food,26.69,0,10100620_1,https://www.littlepetexpress.com/products/nutrisource-grain-free-woodlands-select-small-bites-dry-dog-food-2/?case_option=False,Dry Food,['downloaded_images/10100620/10100620_1/NSGF_SmallBitesWoodlandsSelect.jpg'],NutriSource,"NutriSource Grain Free Woodlands Select Small Bites Dry Dog Food, 5-lb",NutriSource,Grain Free Woodlands Select Small Bites,Dogs,5-lb,No
813778017725,210000069283,Cat > Food > Wet Food,1.89,1,10100935_1,https://www.littlepetexpress.com/products/weruva-kettle-call-beef-chicken-salmon-dinner-in-gravy-cat-pouch-2/?case_option=False,Wet Food,"['downloaded_images/10100935/10100935_1/image_59568_dcX4maU.jpg', 'downloaded_images/10100935/10100935_1/image_59568_GtFCSJ8.jpg', 'downloaded_images/10100935/10100935_1/image_59568.jpg']",Weruva,"Weruva Cat Stew Kettle Call Beef, Chicken & Salmon Dinner in Gravy Wet Cat Food Pouch, 3-oz",Weruva,"Stew Kettle Call Beef, Chicken & Salmon Dinner in Gravy",Cats,3-oz,Yes
073893282068,210000047337,Cat > Food > Dry Food,32.99,0,10100611_1,https://www.littlepetexpress.com/products/nutrisource-grain-free-country-select-entree-dry-cat-food-3/?case_option=False,Dry Food,['downloaded_images/10100611/10100611_1/36601-1586897102.jpeg'],NutriSource,"NutriSource Grain Free Country Select Entree Dry Cat Food, 6.6-lb",NutriSource,Grain Free Country Select Entree,Cats,6.6-lb,No
728028400458,210000057396,Dog > Treats,12.99,3,10100987,https://www.littlepetexpress.com/products/the-little-pet-shoppe/wild-meadow-farms-gibsons-toasted-chicken-3-oz/,Treats,['downloaded_images/10100987/GIBSONS_TOASTED_CHICKEN_-_JERKY_DOG_TREATS.png'],Gibson's Wild Meadow Farms,"Wild Meadow Farms Gibson's Toasted Chicken Dog Treats, 3-oz",Gibson's Wild Meadow Farms,Wild Meadow Farms Gibson's Toasted Chicken,Dogs,3-oz,No
073893223009,210000047388,Cat > Food > Dry Food,27.29,0,10100606_2,https://www.littlepetexpress.com/products/nutrisource-cat-and-kitten-chicken-and-rice-dry-cat-food-3/?case_option=False,Dry Food,['downloaded_images/10100606/10100606_2/7t04nqeg.jpeg'],NutriSource,"NutriSource Cat and Kitten Chicken and Rice Dry Cat Food, 6.6-lb",NutriSource,and Kitten Chicken and Rice,Cats,6.6-lb,No
866314000101,210000053599,Dog > Food > Frozen Food,24.99,1,10100079,https://www.littlepetexpress.com/products/the-little-pet-shoppe/bones-co-barkin-beef-dinner-15oz-mini-patties-3lbs/,Frozen Food,['downloaded_images/10100079/barkinbeef3.png'],Bones & Co,"Bones & Co Barkin' Beef Recipe Minis Frozen Dog Food, 3-lb",Bones & Co,Barkin' Beef Recipe Minis Frozen,Dogs,3-lb,No
852185001613,210000008567,Dog > Leashes & Collars > Harnesses,29.99,1,10100797_1,https://www.littlepetexpress.com/products/solvit-deluxe-car-safety-dog-harness-4/?case_option=False,Harnesses,['downloaded_images/10100797/10100797_1/image_8566_ilK2Io5.jpg'],Solvit,"Solvit Deluxe Car Safety Dog Harness, Small",Solvit,Deluxe Car Safety Harness,Dogs,Small,No
785184102060,210000012742,Dog > Food > Wet Food,10.99,0,10100727_1,https://www.littlepetexpress.com/products/redbarn-naturals-lamb-recipe-dog-food-roll-1/?case_option=False,Wet Food,['downloaded_images/10100727/10100727_1/image_12739_eEqWBOp.jpg'],Redbarn Pet Products,"Redbarn Naturals Lamb Recipe Dog Food Roll, 2-lb 3-oz roll",Redbarn Pet Products,Naturals Lamb Recipe Roll,Dogs,2-lb 3-oz roll,No
784369483888,210000025032,Dog > Toys > Plush Toys > Stuffed Toys,28.69,0,10100516_3,https://www.littlepetexpress.com/products/multipet-lamb-chop-plush-dog-toy-1/?case_option=False,Stuffed Toys,['downloaded_images/10100516/10100516_3/image_25029_tEPE6E8.jpg'],Multipet,"Multipet Lamb Chop Plush Dog Toy, Jumbo",Multipet,Lamb Chop Plush,Dogs,Jumbo,No
878408000430,210000051741,Cat > Food > Wet Food,1.59,1,10100050_1,https://www.littlepetexpress.com/products/bff-oh-my-gravy-date-nite-duck-salmon-dinner-in-gravy-grain-free-cat-food-pouches-28-oz-pack-of-12-2/?case_option=False,Wet Food,"['downloaded_images/10100050/10100050_1/image_51741_nQUJzke.jpg', 'downloaded_images/10100050/10100050_1/image_51741.jpg', 'downloaded_images/10100050/10100050_1/image_51741_Ht1ik1X.jpg']",Weruva,"BFF OMG GRAVY Duck & Salmon Date Nite! Dinner in Gravy Wet Cat Food Pouch, 2.8-oz",Weruva,BFF OMG GRAVY Duck & Salmon Date Nite! Dinner in Gravy,Cats,2.8-oz,Yes
878408000423,210000051742,Cat > Food > Wet Food,1.59,0,10100049_1,https://www.littlepetexpress.com/products/bff-oh-my-gravy-purr-fect-plannin-chicken-turkey-salmon-dinner-in-gravy-grain-free-cat-food-pouches-28-oz-pack-of-12-2/?case_option=False,Wet Food,"['downloaded_images/10100049/10100049_1/image_51742.jpg', 'downloaded_images/10100049/10100049_1/image_51742_rdbVSox.jpg', 'downloaded_images/10100049/10100049_1/image_51742_3GR4s4N.jpg']",Weruva,"BFF OMG GRAVY Chicken, Turkey, & Salmon Purr-Fect Plannin'! Dinner in Gravy Wet Cat Food Pouch, 2.8-oz",Weruva,"BFF OMG GRAVY Chicken, Turkey, & Salmon Purr-Fect Plannin'! Dinner in Gravy",Cats,2.8-oz,Yes
785184101124,210000012924,Dog > Food > Wet Food,1.99,1,10100726_1,https://www.littlepetexpress.com/products/redbarn-naturals-beef-recipe-dog-food-roll-2/?case_option=False,Wet Food,['downloaded_images/10100726/10100726_1/image_12921_dL3luiu.jpg'],Redbarn Pet Products,"Redbarn Naturals Beef Recipe Dog Food Roll, 4-oz",Redbarn Pet Products,Naturals Beef Recipe Roll,Dogs,4-oz,No
035585081359,210000029349,Dog > Healthcare,29.99,1,10100438_3,https://www.littlepetexpress.com/products/kong-cloud-collar-for-dogs-cats-5/?case_option=False,Healthcare,"['downloaded_images/10100438/10100438_3/image_29349.jpg', 'downloaded_images/10100438/10100438_3/image_29349_VHHEo36.jpg', 'downloaded_images/10100438/10100438_3/image_29349_M0wiajc.jpg']",KONG,"KONG E-Collar Cloud for Pets, Large",KONG,E-Collar Cloud,Dogs & Cats,Large,No
035585081366,210000029352,Dog > Healthcare,29.99,2,10100438_4,https://www.littlepetexpress.com/products/kong-cloud-collar-for-dogs-cats-2/?case_option=False,Healthcare,"['downloaded_images/10100438/10100438_4/image_29352_7PrszS4.jpg', 'downloaded_images/10100438/10100438_4/image_29352_iMJKyyZ.jpg', 'downloaded_images/10100438/10100438_4/image_29352.jpg']",KONG,"KONG E-Collar Cloud for Pets, X-Large",KONG,E-Collar Cloud,Dogs & Cats,X-Large,No
035585081328,210000029353,Dog > Healthcare,14.99,1,10100438_1,https://www.littlepetexpress.com/products/kong-cloud-collar-for-dogs-cats-1/?case_option=False,Healthcare,"['downloaded_images/10100438/10100438_1/image_29353_LockdMc.jpg', 'downloaded_images/10100438/10100438_1/image_29353_3fLsIYg.jpg', 'downloaded_images/10100438/10100438_1/image_29353.jpg']",KONG,"KONG E-Collar Cloud for Pets, X-Small",KONG,E-Collar Cloud,Dogs & Cats,X-Small,No
837654611975,210000043807,Dog > Vitamins & Supplements > Hip & Joint Care,33.29,2,10100073,https://www.littlepetexpress.com/products/the-little-pet-shoppe/bixbi-organic-pet-superfood-joints-daily-dog-cat-supplement-212-oz-jar-1/,Hip & Joint Care,['downloaded_images/10100073/image_43807.jpg'],BIXBI Pet,"BIXBI Organic Pet Superfood Joints Daily Dog & Cat Supplement, 2.12-oz jar",BIXBI Pet,Organic Superfood Joints Daily,Dogs & Cats,2.12-oz,No
013964992786,210000043840,Dog > Treats > Soft & Chewy Treats,10.69,1,10100075,https://www.littlepetexpress.com/products/the-little-pet-shoppe/bixbi-pocket-trainers-bacon-flavor-grain-free-dog-treats-6-oz-bag-1/,"Soft & Chewy Treats, Training Treats","['downloaded_images/10100075/image_43840_f6sce8c.jpg', 'downloaded_images/10100075/image_43840_QVUJJon.jpg']",BIXBI Pet,"BIXBI Pocket Trainers Bacon Flavor Grain-Free Dog Treats, 6-oz",BIXBI Pet,Pocket Trainers Bacon Flavor Grain-Free,Dogs,6-oz,No
180181906510,210000005054,Dog > Toys > Chew Toys,99.99,1,10100899_1,https://www.littlepetexpress.com/products/tuffys-destructosaurus-dino-dog-toy-2/?case_option=False,Chew Toys,['downloaded_images/10100899/10100899_1/image_5053_1AkU2Qb.jpg'],Tuffy,"Tuffy Dinosaur Destructosaurus Dog Toy, Regular",Tuffy,Dinosaur Destructosaurus,Dogs,Regular,No
072705114146,210000048062,Dog > Food > Dry Food,19.89,0,10100267_1,https://www.littlepetexpress.com/products/fromm-four-star-grain-free-beef-frittata-veg-dry-dog-food-4/?case_option=False,Dry Food,"['downloaded_images/10100267/10100267_1/four-star-dog-dry-beef-frittata-env-211410.jpg', 'downloaded_images/10100267/10100267_1/image_48061_EbFo1vn.jpg']",Fromm,"Fromm Four-Star Nutritionals Beef Frittata Veg Dry Dog Food, 4-lb",Fromm,Four-Star Nutritionals Beef Frittata Veg,Dogs,4-lb,No
759023067735,210000017360,Dog > Leashes & Collars > Harnesses,29.99,1,,,,,PetSafe,"PetSafe Easy Walk Dog Harness, Black/Silver, Small",PetSafe,Easy Walk Harness,Dogs,Small,No
797734477023,210000039902,Dog > Healthcare > Digestive & Urinary > Digestive Health,15.99,1,10100147,https://www.littlepetexpress.com/products/the-little-pet-shoppe/diggin-your-dog-firm-up-pumpkin-plus-cranberry-super-dog-cat-supplement-4-oz-bag-1/,Digestive Health,['downloaded_images/10100147/image_39902.jpg'],Diggin’ Your Dog,"Diggin' Your Dog Firm Up! Pumpkin Plus Cranberry Super Dog & Cat Supplement, 4-oz",Diggin’ Your Dog,Diggin' Your Dog Firm Up! Pumpkin Plus Cranberry,Dogs & Cats,4-oz,No
811048021885,210000054263,Dog > Food > Wet Food,3.55,12,10100428,https://www.littlepetexpress.com/products/the-little-pet-shoppe/koha-memphis-bbq-127-oz-12cs/,Wet Food,['downloaded_images/10100428/image_54265_E8BvTER.jpg'],Koha,"Koha Minimal Ingredient Memphis Barbeque Slow Cooked Stew Chicken & Pork Wet Dog Food Can, 12.7-oz",Koha,Memphis Barbeque Slow Cooked Stew Chicken & Pork Recipe,Dogs,12.7-oz,Yes
747473750215,210000003069,Dog > Toys > Interactive Toys > Treat Toys & Dispensers,20.99,0,10100979_1,https://www.littlepetexpress.com/products/west-paw-zogoflex-toppl-dog-toy-granny-smith-2/?case_option=False,Treat Toys & Dispensers,['downloaded_images/10100979/10100979_1/image_3068_6OGNXim.jpg'],West Paw,"West Paw Zogoflex Toppl Dog Toy, Granny Smith, Small",West Paw,"Zogoflex Toppl, Granny Smith",Dogs,Small,No
856713005272,210000009264,Dog > Cleaning & Potty > Stain Removers,14.99,2,10100748,https://www.littlepetexpress.com/products/the-little-pet-shoppe/skouts-honor-laundry-booster-stain-odor-removal-additive-32-oz-bottle-1/,Stain Removers,['downloaded_images/10100748/image_9264.jpg'],Skout's Honor,"Skout's Honor Laundry Booster Stain & Odor Removal Additive, 32-oz bottle",Skout's Honor,Laundry Booster Stain & Odor Removal Additive,Dogs,32-oz,No
878408005145,210000052289,Dog > Food > Wet Food,4.39,9,10100942_2,https://www.littlepetexpress.com/products/weruva-amazon-liver-with-chicken-chicken-liver-in-pumpkin-soup-grain-free-canned-dog-food/?case_option=False,Wet Food,"['downloaded_images/10100942/10100942_2/image_52289.jpg', 'downloaded_images/10100942/10100942_2/image_52289_eaVzmLR.jpg', 'downloaded_images/10100942/10100942_2/image_52289_gnhJSOq.jpg']",Weruva,"Weruva Classic Dog Amazon Livin' with Chicken & Chicken Liver in Pumpkin Soup Wet Dog Food Can, 14-oz",Weruva,Amazon Livin' with Chicken & Chicken Liver in Pumpkin Soup,Dogs,14-oz,Yes
627843113553,210000186681,Dog > Food > Air-Dried & Dehydrated Food,58.29,2,10100094_2,https://www.littlepetexpress.com/products/Carna4-Venison-Grain-Free-Air-Dried-Dog-Food-3/?case_option=False,Air-Dried & Dehydrated Food,['downloaded_images/10100094/10100094_2/image_191466.jpg'],Carna4,"Carna4 Easy-Chew Quick Baked Venison Grain-Free Air-Dried Dog Food, 5-lb",Carna4,Easy-Chew Quick Baked Venison Grain-Free,Dogs,5-lb,No
888641138968,210000206562,Cat > Treats > Lickable Treats,3.99,1,10100315_1,https://www.littlepetexpress.com/products/Fussie-Cat-Puree-Tuna-with-Anchovies-Cat-Treats-3/?case_option=False,Lickable Treats,['downloaded_images/10100315/10100315_1/image_211953.jpg'],Fussie Cat,"Fussie Cat Puree Tuna with Anchovies Cat Treats, 4-count",Fussie Cat,Puree Tuna with Anchovies,Cats,4-count,No
022266174394,210000172401,Dog > Beds & Mats,39.99,2,10100823_1,https://www.littlepetexpress.com/products/Tall-Tails-Dream-Chaser-Dog-Crate-Bed-Gray-2/?case_option=False,Beds & Mats,['downloaded_images/10100823/10100823_1/image_175090.jpg'],Tall Tails,"Tall Tails Dream Chaser Dog Crate Bed, Gray, Small",Tall Tails,"Dream Chaser Crate Bed, Gray",Dogs,Small,No
022266174400,210000172402,Dog > Beds & Mats,44.99,2,10100823_2,https://www.littlepetexpress.com/products/Tall-Tails-Dream-Chaser-Dog-Crate-Bed-Gray-3/?case_option=False,Beds & Mats,['downloaded_images/10100823/10100823_2/image_175091.jpg'],Tall Tails,"Tall Tails Dream Chaser Dog Crate Bed, Gray, Medium",Tall Tails,"Dream Chaser Crate Bed, Gray",Dogs,Medium,No
022266174417,210000172403,Dog > Beds & Mats,49.99,1,10100823_3,https://www.littlepetexpress.com/products/Tall-Tails-Dream-Chaser-Dog-Crate-Bed-Gray-4/?case_option=False,Beds & Mats,['downloaded_images/10100823/10100823_3/image_175092.jpg'],Tall Tails,"Tall Tails Dream Chaser Dog Crate Bed, Gray, Large",Tall Tails,"Dream Chaser Crate Bed, Gray",Dogs,Large,No
810216026257,210000204529,Dog > Bowls & Feeders > Bowls & Diners > Slow Feeders,15.99,2,10100781_1,https://www.littlepetexpress.com/products/SodaPup-Duckies-Design-eMat-Enrichment-Lick-Mat-Dog-Slow-Feeder-2/?case_option=False,Slow Feeders,['downloaded_images/10100781/10100781_1/image_209917.jpg'],SodaPup,"SodaPup emat Duckies Design Enrichment Licking Mat Suction Cups Dog Slow Feeder, Yellow, 8-in",SodaPup,"emat Duckies Design Enrichment Licking Mat Suction Cups Slow Feeder, Yellow",Dogs,8-in,No
022266172871,210000122840,Dog > Toys,29.99,1,10100816,https://www.littlepetexpress.com/products/the-little-pet-shoppe/Tall-Tails-Navy-Braided-Infinity-Tug-Toy/,Toys,"['downloaded_images/10100816/11-inch_infinity_braided_navy.01.jpg', 'downloaded_images/10100816/image_117768.jpg', 'downloaded_images/10100816/11-inch_infinity_braided_navy.PKG.jpg']",Tall Tails,"Tall Tails Braided Infinity Tug Dog Toy, Navy, 11-in.",Tall Tails,"Braided Infinity Tug , Navy",Dogs,11-in.,No
812402000973,210000074834,Cat > Toys > Catnip & Pet Grass Toys,6.19,1,10101007,https://www.littlepetexpress.com/products/the-little-pet-shoppe/yeowww-catnip-lady-krinkle-bug-cat-toy/,Catnip & Pet Grass Toys,['downloaded_images/10101007/image_66575.jpg'],Yeowww!,Yeowww! Catnip Lady Krinkle Bug Cat Toy,Yeowww!,Catnip Lady Krinkle Bug,Cats,,No
811424034423,210000188622,"Dog > Apparel & Accessories > Coats, Jackets & Vests",23.99,2,10100322_2,https://www.littlepetexpress.com/products/Goldpaw-Stretch-Fleece-Camo-3/?case_option=False,"Coats, Jackets & Vests","['downloaded_images/10100322/10100322_2/image_193577.jpg', 'downloaded_images/10100322/10100322_2/image_193577_detiqfC.jpg']",Goldpaw,"Goldpaw Stretch Fleece Dog Coat, Camo, 4",Goldpaw,"Stretch Fleece Coat, Camo",Dogs,4,No
811424034430,210000188623,"Dog > Apparel & Accessories > Coats, Jackets & Vests",23.99,2,10100322_3,https://www.littlepetexpress.com/products/Goldpaw-Stretch-Fleece-Camo-4/?case_option=False,"Coats, Jackets & Vests","['downloaded_images/10100322/10100322_3/image_193578_s1jsJTP.jpg', 'downloaded_images/10100322/10100322_3/image_193578.jpg']",Goldpaw,"Goldpaw Stretch Fleece Dog Coat, Camo, 6",Goldpaw,"Stretch Fleece Coat, Camo",Dogs,6,No
810053870471,210000194457,Dog > Cleaning & Potty > Stain Removers,27.19,0,10100746_1,https://www.littlepetexpress.com/products/Skouts-Honor-Concrete-Turf-Dog-Urine-Odor-Destroyer-2/?case_option=False,Stain Removers,['downloaded_images/10100746/10100746_1/image_199720_MCjZaGa.jpg'],Skout's Honor,"Skout's Honor Concrete & Turf Pet Urine & Odor Destroyer, 32-oz",Skout's Honor,Concrete & Turf Pet Urine & Odor Destroyer,Dogs,32-oz,No
